Name,Name_encoding,Location,Location_encoding,Year,year_encoding,Kilometers_Driven,Fuel_codes,Fuel_Type,Transmission,Transmission_codes,Owner_Type,owner_encoding,Mileage,Engine,Power,Seats,New_Price,Price
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,897,Coimbatore,3,2011,13,108905,1,Diesel,Automatic,0,Second,2,11.79,2179,120,8,,6.21
Datsun GO Plus T,203,Kolkata,8,2016,18,12800,4,Petrol,Manual,1,First,0,19.44,1198,67,7,,3.25
Mahindra Scorpio S6 Plus 7 Seater,884,Kolkata,8,2016,18,32000,1,Diesel,Manual,1,First,0,15.4,2179,120,7,,9.75
Honda Amaze S AT i-Vtech,363,Mumbai,9,2014,16,39000,4,Petrol,Automatic,0,First,0,15.5,1198,86.7,5,,4.45
Honda City i-DTEC ZX,454,Pune,10,2017,19,42000,1,Diesel,Manual,1,First,0,25.6,1498,98.6,5,16.84 Lakh,12
Tata Indigo GLE,1591,Chennai,2,2008,10,73000,4,Petrol,Manual,1,First,0,14.4,1396,65,5,,0.8
Hyundai Grand i10 1.2 CRDi Sportz,555,Chennai,2,2018,20,48000,1,Diesel,Manual,1,First,0,24,1186,73.97,5,8.28 Lakh,5.95
Maruti Alto 800 2016-2019 CNG LXI,951,Pune,10,2015,17,18000,0,CNG,Manual,1,First,0,33.44,796,40.3,4,,3
Hyundai Verna 1.4 CX VTVT,620,Kolkata,8,2014,16,19000,4,Petrol,Manual,1,First,0,17.43,1396,105.5,5,,5.25
Toyota Innova Crysta 2.4 VX MT,1773,Coimbatore,3,2019,21,33598,1,Diesel,Manual,1,First,0,13.68,2393,147.8,7,23.94 Lakh,22.2
BMW X1 sDrive20d,135,Jaipur,6,2012,14,63000,1,Diesel,Automatic,0,First,0,17.05,1995,184,5,,13.5
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,1809,Chennai,2,2015,17,48000,1,Diesel,Automatic,0,First,0,16.96,1968,138.03,5,,13.5
Ford Figo Diesel ZXI,330,Delhi,4,2014,16,66000,1,Diesel,Manual,1,First,0,20,1399,68.05,5,,3.47
Mahindra Ssangyong Rexton RX7,901,Ahmedabad,0,2013,15,80000,1,Diesel,Automatic,0,Second,2,11.18,2696,184,7,,9.5
Volkswagen Vento Petrol Highline,1855,Chennai,2,2011,13,37000,4,Petrol,Manual,1,First,0,15.04,1598,103.6,5,,4.8
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,1530,Kochi,7,2016,18,35058,4,Petrol,Manual,1,First,0,15,1598,103.52,5,,6.54
Volkswagen Polo Petrol Comfortline 1.2L,1831,Delhi,4,2012,14,52000,4,Petrol,Manual,1,First,0,16.47,1198,73.9,5,,3.1
Maruti S Cross DDiS 200 Delta,1100,Hyderabad,5,2015,17,61313,1,Diesel,Manual,1,First,0,23.65,1248,88.5,5,,7.99
Toyota Corolla Altis G,1692,Kolkata,8,2009,11,45000,4,Petrol,Manual,1,Second,2,14.53,1798,138.1,5,,3.3
Maruti Ertiga ZDI,1064,Bangalore,1,2015,17,74000,1,Diesel,Manual,1,First,0,20.77,1248,88.8,7,,8.75
Hyundai i10 Asta Sunroof AT,690,Hyderabad,5,2013,15,89000,4,Petrol,Automatic,0,First,0,19.2,1197,80,5,,4.19
Mercedes-Benz CLA 200 CDI Sport,1242,Kochi,7,2019,21,13414,1,Diesel,Automatic,0,First,0,17.9,2143,136,5,43.07 Lakh,30.77
Honda City ZX VTEC,434,Jaipur,6,2006,8,95000,4,Petrol,Manual,1,Second,2,16.9,1497,100,5,,2.11
Mahindra KUV 100 G80 K8,840,Jaipur,6,2018,20,15900,4,Petrol,Manual,1,First,0,18.15,1198,82,6,7.88 Lakh,6.25
Toyota Fortuner 3.0 Diesel,1731,Delhi,4,2011,13,151000,1,Diesel,Manual,1,First,0,11.5,2982,171,7,,11.4
Honda City 1.5 V MT,423,Bangalore,1,2011,13,65000,4,Petrol,Manual,1,First,0,17,1497,118,5,,5.2
Audi A6 35 TDI Matrix,35,Coimbatore,3,2017,19,36824,1,Diesel,Automatic,0,First,0,18.53,1968,187.74,5,69.37 Lakh,39.84
Ford Figo Diesel ZXI,330,Coimbatore,3,2013,15,65287,1,Diesel,Manual,1,First,0,20,1399,68.05,5,,4.45
Mercedes-Benz GLA Class 200 CDI,1282,Kolkata,8,2014,16,52000,1,Diesel,Automatic,0,First,0,17.9,2143,136,5,,19.5
Chevrolet Aveo U-VA 1.2 LS,163,Hyderabad,5,2007,9,33000,4,Petrol,Manual,1,First,0,15.26,1150,74.9,5,,1.75
Ford Figo 2015-2019 1.5D Titanium MT,312,Hyderabad,5,2016,18,71000,1,Diesel,Manual,1,First,0,25.83,1498,99,5,,5.1
Hyundai Elantra CRDi SX AT,540,Delhi,4,2013,15,71000,1,Diesel,Automatic,0,First,0,22.7,1582,126.2,5,,6.8
Maruti Baleno Zeta CVT,998,Kolkata,8,2016,18,20000,4,Petrol,Automatic,0,First,0,21.4,1197,83.1,5,9.04 Lakh,5.74
Maruti Swift LXi BSIV,1154,Hyderabad,5,2010,12,71000,4,Petrol,Manual,1,First,0,16.1,1197,85,5,,3.3
Mercedes-Benz CLS-Class 2006-2010 350 CDI,1247,Hyderabad,5,2010,12,29000,1,Diesel,Automatic,0,First,0,9.9,3498,271.72,4,,32
BMW 3 Series Luxury Line,93,Ahmedabad,0,2016,18,27000,1,Diesel,Automatic,0,First,0,21.76,1995,190,5,55.07 Lakh,35
Maruti Dzire AMT ZDI Plus,1041,Chennai,2,2017,19,19000,1,Diesel,Automatic,0,First,0,28.4,1248,73.75,5,10.97 Lakh,8.9
Hyundai Verna 1.6 SX VTVT,636,Mumbai,9,2011,13,58000,4,Petrol,Manual,1,Second,2,17.01,1591,121.3,5,,4
Jeep Compass 2.0 Longitude,793,Kochi,7,2018,20,42203,1,Diesel,Manual,1,First,0,17.1,1956,170,5,21.72 Lakh,19.46
Hyundai Sonata Embera 2.0L CRDi AT,610,Hyderabad,5,2009,11,94000,1,Diesel,Automatic,0,First,0,11.4,1991,142,5,,5.25
Maruti Eeco 5 STR With AC Plus HTR CNG,1049,Delhi,4,2013,15,52000,0,CNG,Manual,1,Second,2,15.1,1196,73,5,,2.6
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,1635,Kolkata,8,2018,20,4900,1,Diesel,Manual,1,First,0,21.5,1497,108.5,5,11.47 Lakh,9.22
Hyundai EON Era Plus,529,Jaipur,6,2013,15,70000,4,Petrol,Manual,1,First,0,21.1,814,55.2,5,,1.8
Tata Indica DLS,1565,Hyderabad,5,2005,7,100000,1,Diesel,Manual,1,Second,2,13.5,1405,null ,5,,1.3
BMW 5 Series 2013-2017 530d M Sport,108,Kochi,7,2015,17,65266,1,Diesel,Automatic,0,First,0,14.69,2993,258,5,,31.75
Maruti Ertiga VDI,1059,Delhi,4,2014,16,54569,1,Diesel,Manual,1,First,0,20.77,1248,88.76,7,,5.99
Honda Amaze E i-Vtech,360,Kochi,7,2015,17,51361,4,Petrol,Manual,1,First,0,18,1198,86.7,5,,4.94
Ford Fiesta 1.4 Duratec ZXI,281,Jaipur,6,2007,9,125000,4,Petrol,Manual,1,Third,3,16.6,1388,68,5,,1.5
Honda Civic 2006-2010 1.8 V MT,466,Bangalore,1,2008,10,66000,4,Petrol,Manual,1,Third,3,13.5,1799,130,5,,3.25
Maruti Wagon R LX DUO BSIII,1195,Hyderabad,5,2007,9,65047,3,LPG,Manual,1,First,0,17.3,1061,57.5,5,,1.95
Maruti Ertiga ZDI,1064,Delhi,4,2014,16,22281,1,Diesel,Manual,1,First,0,20.77,1248,88.8,7,,6.5
Hyundai Grand i10 CRDi Sportz,571,Delhi,4,2013,15,63210,1,Diesel,Manual,1,First,0,24,1120,70,5,,3.71
Hyundai Xcent 1.2 VTVT E Plus,684,Pune,10,2018,20,31000,4,Petrol,Manual,1,First,0,20.14,1197,81.86,5,,5
Hyundai i10 Era,691,Ahmedabad,0,2008,10,60000,4,Petrol,Manual,1,First,0,19.81,1086,68.05,5,,1.99
Honda Amaze S i-Vtech,369,Mumbai,9,2017,19,32006,4,Petrol,Manual,1,First,0,18,1198,86.7,5,,4.25
Audi A6 2.7 TDI,25,Ahmedabad,0,2009,11,78000,1,Diesel,Automatic,0,First,0,12.4,2698,179.5,5,,8
Hyundai i10 Magna 1.2 iTech SE,699,Mumbai,9,2011,13,9489,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,2.95
Renault KWID RXT Optional,1460,Pune,10,2018,20,5000,4,Petrol,Manual,1,First,0,25.17,799,53.3,5,4.9 Lakh,3.5
Audi A4 New 2.0 TDI Multitronic,23,Jaipur,6,2012,14,60000,1,Diesel,Automatic,0,Second,2,15.2,1968,140.8,5,,16
Maruti Alto 800 LXI Airbag,957,Jaipur,6,2015,17,50000,4,Petrol,Manual,1,First,0,22.74,796,47.3,5,,2.75
Honda City i VTEC VX Option,452,Delhi,4,2015,17,53000,4,Petrol,Manual,1,First,0,17.8,1497,117.3,5,,6.95
Mercedes-Benz New C-Class C250 Avantgarde,1329,Delhi,4,2011,13,64000,4,Petrol,Automatic,0,Second,2,11.74,1796,186,5,,12.5
Audi Q5 3.0 TDI Quattro Technology,55,Coimbatore,3,2017,19,43827,1,Diesel,Automatic,0,First,0,13.22,2967,241.4,5,,36.83
Volkswagen Polo 1.2 MPI Comfortline,1816,Pune,10,2011,13,36431,4,Petrol,Manual,1,First,0,16.2,1199,74,5,,2.7
Hyundai Creta 1.4 E Plus Diesel,509,Mumbai,9,2017,19,35000,1,Diesel,Manual,1,First,0,21.38,1396,88.7,5,,9.9
Honda City 1.5 V MT,423,Kochi,7,2011,13,94832,4,Petrol,Manual,1,First,0,17,1497,118,5,,3.83
Honda City 1.5 S MT,419,Coimbatore,3,2012,14,88381,4,Petrol,Manual,1,First,0,17,1497,118,5,,5.25
Maruti S Cross DDiS 320 Alpha,1102,Kolkata,8,2016,18,45194,1,Diesel,Manual,1,First,0,22.7,1598,118,5,,7.75
Maruti SX4 Vxi BSIV,1111,Mumbai,9,2010,12,66000,4,Petrol,Manual,1,Second,2,16.51,1586,103.2,5,,2.46
Maruti Swift Dzire VDI,1135,Kolkata,8,2014,16,38578,1,Diesel,Manual,1,First,0,23.4,1248,74,5,,3.96
Maruti Ertiga ZDI,1064,Chennai,2,2015,17,40000,1,Diesel,Manual,1,First,0,20.77,1248,88.8,7,,8.25
Hyundai i20 1.2 Spotz,718,Coimbatore,3,2018,20,20632,4,Petrol,Manual,1,First,0,18.6,1197,81.83,5,,7.58
Hyundai Grand i10 CRDi Magna,569,Hyderabad,5,2014,16,73042,1,Diesel,Manual,1,First,0,24,1120,70,5,,3.99
Honda City i VTEC SV,449,Delhi,4,2014,16,54257,4,Petrol,Manual,1,First,0,17.4,1497,117.3,5,,6.25
Skoda Rapid 1.6 TDI Elegance,1535,Hyderabad,5,2013,15,93000,1,Diesel,Manual,1,First,0,20.5,1598,103.5,5,,5
Mercedes-Benz E-Class E270 CDI,1276,Hyderabad,5,2005,7,102000,1,Diesel,Automatic,0,Second,2,11,2987,198.5,5,,4.65
Hyundai Santa Fe 4WD AT,579,Coimbatore,3,2016,18,28881,1,Diesel,Automatic,0,First,0,13.01,2199,194.3,7,,21.37
Maruti Alto LXi,970,Hyderabad,5,2007,9,52195,4,Petrol,Manual,1,First,0,19.7,796,46.3,5,,1.75
ISUZU D-MAX V-Cross 4X4,772,Coimbatore,3,2018,20,20422,1,Diesel,Manual,1,First,0,12.4,2499,134,5,,16.09
Hyundai Verna 1.4 CRDi GL,619,Kolkata,8,2012,14,38000,1,Diesel,Manual,1,First,0,24.8,1396,88.7,5,,4.1
Ford Figo Diesel ZXI,330,Coimbatore,3,2015,17,92885,1,Diesel,Manual,1,First,0,20,1399,68,5,,3.56
Honda City 1.5 S MT,419,Pune,10,2010,12,43000,4,Petrol,Manual,1,Second,2,17,1497,118,5,,4.21
Maruti Swift VDI BSIV W ABS,1161,Coimbatore,3,2016,18,70478,1,Diesel,Manual,1,First,0,17.8,1248,null ,5,,6.86
Hyundai Verna 1.6 CRDi S,630,Delhi,4,2015,17,57000,1,Diesel,Manual,1,First,0,23.9,1582,126.2,5,,6.6
Hyundai Creta 1.6 SX Plus Petrol Automatic,520,Coimbatore,3,2018,20,32434,4,Petrol,Automatic,0,First,0,13,1591,121.3,5,,14.35
Ford Ecosport 1.5 DV5 MT Titanium,257,Hyderabad,5,2017,19,32000,1,Diesel,Manual,1,First,0,22.7,1498,89.84,5,,9.5
BMW X6 xDrive30d,154,Delhi,4,2011,13,59000,1,Diesel,Automatic,0,First,0,11.2,2993,241,4,,21.9
BMW 5 Series 2013-2017 520d Luxury Line,105,Coimbatore,3,2016,18,76467,1,Diesel,Automatic,0,First,0,18.12,1995,190,5,,30.45
Ford Figo Aspire 1.5 TDCi Ambiente,319,Hyderabad,5,2016,18,100000,1,Diesel,Manual,1,First,0,25.83,1498,99,5,,5.1
Hyundai Verna VTVT 1.6 AT EX,660,Pune,10,2013,15,37086,4,Petrol,Automatic,0,First,0,17,1591,121.3,5,,5.44
Ford Ikon 1.4 TDCi DuraTorq,342,Jaipur,6,2010,12,135000,1,Diesel,Manual,1,First,0,13.8,1399,68,5,,1.6
Audi A6 2011-2015 2.0 TDI,27,Kochi,7,2014,16,54862,1,Diesel,Automatic,0,First,0,17.68,1968,174.33,5,,16.67
Honda CR-V Sport,409,Hyderabad,5,2010,12,67758,4,Petrol,Manual,1,First,0,10.8,2354,null ,5,,9.5
Hyundai i20 2015-2017 Sportz AT 1.4,738,Pune,10,2012,14,56200,4,Petrol,Automatic,0,First,0,15,1396,98.6,5,,3.85
Toyota Fortuner 2.8 4WD MT,1730,Kochi,7,2011,13,169006,1,Diesel,Manual,1,First,0,14.24,2755,174.5,7,36.69 Lakh,10.64
Renault KWID RXT,1459,Bangalore,1,2016,18,20229,4,Petrol,Manual,1,First,0,25.17,799,53.3,5,,3.5
Chevrolet Spark 1.0 LT,198,Chennai,2,2008,10,62000,4,Petrol,Manual,1,Third,3,18,995,62,5,,1.1
Hyundai Verna Transform VTVT,658,Hyderabad,5,2011,13,51500,4,Petrol,Manual,1,Second,2,16.2,1599,103.2,5,,2.6
BMW 3 Series 320d Sport Line,85,Hyderabad,5,2012,14,69000,1,Diesel,Automatic,0,First,0,18.88,1995,184,5,,18.5
Hyundai Santro Xing XP,608,Bangalore,1,2004,6,167000,4,Petrol,Manual,1,First,0,0,1086,null ,5,,1.35
Maruti Swift Dzire VDI,1135,Hyderabad,5,2015,17,62476,1,Diesel,Manual,1,First,0,26.59,1248,74,5,,7.95
Hyundai Xcent 1.2 CRDi E Plus,673,Jaipur,6,2017,19,60500,1,Diesel,Manual,1,First,0,25.4,1186,73.97,5,,5.49
Honda Jazz V CVT,487,Mumbai,9,2017,19,17978,4,Petrol,Automatic,0,First,0,19,1199,88.7,5,10.1 Lakh,6.95
Tata Indigo LS,1592,Jaipur,6,2008,10,300000,1,Diesel,Manual,1,First,0,17,1405,70,5,,1
Ford Fiesta Classic 1.4 Duratorq CLXI,297,Chennai,2,2013,15,123000,1,Diesel,Manual,1,Second,2,17.8,1399,67,5,,4.45
Maruti S-Cross Alpha DDiS 200 SH,1103,Kolkata,8,2016,18,45296,1,Diesel,Manual,1,First,0,25.1,1248,88.5,5,12.53 Lakh,6.99
Maruti SX4 Zxi with Leather BSIII,1117,Coimbatore,3,2008,10,77325,4,Petrol,Manual,1,First,0,15.6,1586,104.68,5,,3.51
Maruti Baleno Zeta Automatic,997,Kochi,7,2018,20,25858,4,Petrol,Automatic,0,First,0,21.4,1197,83.1,5,,7.54
Maruti Ritz LDi,1088,Bangalore,1,2016,18,120000,1,Diesel,Manual,1,First,0,23.2,1248,73.94,5,,3.65
Hyundai Elantra CRDi SX AT,540,Ahmedabad,0,2016,18,22000,1,Diesel,Automatic,0,First,0,19.5,1582,126.24,5,,16
Chevrolet Spark 1.0 LT,198,Kolkata,8,2012,14,11000,4,Petrol,Manual,1,First,0,16.2,995,62.1,5,,1.4
Hyundai i20 1.2 Spotz,718,Mumbai,9,2017,19,3900,4,Petrol,Manual,1,First,0,18.6,1197,81.83,5,,6.45
Hyundai Xcent 1.1 CRDi Base,667,Hyderabad,5,2016,18,106092,1,Diesel,Manual,1,First,0,24.4,1120,71,5,,4.4
Honda Jazz 1.2 V CVT i VTEC,474,Delhi,4,2015,17,27000,4,Petrol,Automatic,0,First,0,19,1199,88.7,5,,5.95
Honda Brio S MT,391,Ahmedabad,0,2013,15,11000,4,Petrol,Manual,1,First,0,19.4,1198,86.8,5,,3.9
Mercedes-Benz E-Class E250 CDI Avantgrade,1274,Coimbatore,3,2016,18,39753,1,Diesel,Automatic,0,First,0,13,2143,201.1,5,,35.28
Tata Hexa XT,1563,Pune,10,2017,19,39800,1,Diesel,Manual,1,First,0,17.6,2179,153.86,7,20.87 Lakh,14.25
Hyundai Xcent 1.1 CRDi Base,667,Pune,10,2017,19,73000,1,Diesel,Manual,1,First,0,24.4,1120,71,5,,4.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,258,Pune,10,2015,17,55000,1,Diesel,Manual,1,First,0,22.7,1498,89.84,5,,7.5
Tata Nano XTA,1625,Coimbatore,3,2017,19,18351,4,Petrol,Automatic,0,First,0,21.9,624,37.48,4,,3.41
Honda Brio VX,395,Pune,10,2013,15,45000,4,Petrol,Manual,1,Second,2,19.4,1198,86.8,5,,3.25
Maruti Ertiga SHVS ZDI Plus,1058,Hyderabad,5,2016,18,112200,1,Diesel,Manual,1,First,0,24.52,1248,88.5,7,,8.3
Hyundai i10 Sportz 1.2,706,Bangalore,1,2010,12,29000,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,3.45
Hyundai Santro Xing XO,605,Hyderabad,5,2007,9,57309,4,Petrol,Manual,1,First,0,17,1086,null ,5,,2.1
Mahindra XUV500 W10 2WD,917,Mumbai,9,2015,17,53392,1,Diesel,Manual,1,First,0,16,2179,140,7,,11.95
Volkswagen Vento Diesel Highline,1848,Hyderabad,5,2010,12,71000,1,Diesel,Manual,1,First,0,20.54,1598,103.6,5,,4.25
Tata Safari Storme 2012-2015 VX,1639,Hyderabad,5,2014,16,93000,1,Diesel,Manual,1,First,0,14,2179,138.1,7,,8.25
Honda Accord 2.4 Elegance M/T,349,Hyderabad,5,2010,12,119000,4,Petrol,Manual,1,First,0,10.2,2354,180,5,,5.95
Maruti Eeco 7 Seater Standard,1051,Coimbatore,3,2016,18,42225,4,Petrol,Manual,1,First,0,15.1,1196,73,7,4.98 Lakh,4.3
Maruti Swift VDI,1159,Ahmedabad,0,2012,14,65000,1,Diesel,Manual,1,First,0,22.9,1248,74,5,,3.9
Maruti Baleno Zeta Automatic,997,Pune,10,2016,18,27809,4,Petrol,Automatic,0,First,0,21.4,1197,83.1,5,,6.41
Mahindra XUV500 W8 2WD,924,Coimbatore,3,2015,17,65100,1,Diesel,Manual,1,First,0,15.1,2179,140,7,,8.36
Hyundai Xcent 1.2 Kappa S,678,Chennai,2,2014,16,51000,4,Petrol,Manual,1,First,0,19.1,1197,82,5,,3.85
Mercedes-Benz New C-Class C 220 CDI Style,1323,Hyderabad,5,2017,19,10000,1,Diesel,Automatic,0,First,0,19.27,2143,167.62,5,,36
Skoda Superb 1.8 TSI MT,1542,Kolkata,8,2011,13,54895,4,Petrol,Manual,1,First,0,13.14,1798,160,5,,7.5
Volkswagen CrossPolo 1.5 TDI,1797,Hyderabad,5,2015,17,80768,1,Diesel,Manual,1,First,0,20.14,1498,88.73,5,,5.7
Maruti Ignis 1.2 Delta,1076,Kochi,7,2019,21,12076,4,Petrol,Manual,1,First,0,20.89,1197,81.8,5,5.9 Lakh,5.5
Maruti Swift VDI BSIV,1160,Chennai,2,2016,18,49000,1,Diesel,Manual,1,First,0,25.2,1248,74,5,,5.9
Honda City i VTEC VX Option,452,Mumbai,9,2015,17,42366,4,Petrol,Manual,1,First,0,17.8,1497,117.3,5,,7.75
BMW 5 Series 530d Highline Sedan,114,Ahmedabad,0,2010,12,68000,1,Diesel,Automatic,0,First,0,11.5,2993,235,5,,18
Skoda Laura Ambiente,1482,Hyderabad,5,2008,10,122397,1,Diesel,Manual,1,First,0,17.5,1896,106,5,,4.4
Volkswagen Polo GT TSI,1828,Coimbatore,3,2017,19,50534,4,Petrol,Automatic,0,First,0,17.21,1197,103.5,5,11.66 Lakh,8.27
Renault Duster 85PS Diesel RxL,1440,Ahmedabad,0,2014,16,55300,1,Diesel,Manual,1,First,0,19.87,1461,83.8,5,,4.75
Honda City 1.5 S AT,418,Hyderabad,5,2008,10,73095,4,Petrol,Automatic,0,First,0,16.8,1497,118,5,,3.8
Volkswagen Vento Diesel Highline,1848,Ahmedabad,0,2011,13,51100,1,Diesel,Manual,1,First,0,20.54,1598,103.6,5,,3.4
Hyundai Grand i10 Sportz,577,Pune,10,2016,18,13436,4,Petrol,Manual,1,Second,2,18.9,1197,82,5,,4.7
Ford Fiesta 1.4 ZXi Duratec,288,Pune,10,2008,10,76000,4,Petrol,Manual,1,Second,2,16.6,1388,68,5,,1.49
Hyundai Xcent 1.1 CRDi S,668,Mumbai,9,2016,18,63141,1,Diesel,Manual,1,Second,2,24.4,1120,71,5,,4.5
Honda Amaze VX i-DTEC,378,Hyderabad,5,2014,16,74885,1,Diesel,Manual,1,First,0,25.8,1498,98.6,5,,5.4
Honda City i VTEC CVT VX,446,Hyderabad,5,2016,18,14000,4,Petrol,Automatic,0,First,0,18,1497,117.3,5,,11.5
Renault Fluence 1.5,1449,Pune,10,2012,14,56000,1,Diesel,Manual,1,Second,2,20.4,1461,108.5,5,,3.5
BMW 5 Series 520d Luxury Line,109,Ahmedabad,0,2010,12,46000,1,Diesel,Automatic,0,First,0,22.48,1995,190,5,63.71 Lakh,16.5
Maruti SX4 ZXI MT BSIV,1115,Mumbai,9,2012,14,51800,4,Petrol,Manual,1,First,0,15.5,1586,103.3,5,,3.9
Honda City ZX CVT,431,Hyderabad,5,2007,9,81000,4,Petrol,Automatic,0,First,0,16.4,1497,78,5,,3.25
Volkswagen Ameo 1.2 MPI Comfortline,1787,Kochi,7,2018,20,17370,4,Petrol,Manual,1,First,0,17,1198,73.75,5,,5.84
Volkswagen Ameo 1.2 MPI Comfortline,1787,Hyderabad,5,2016,18,18456,4,Petrol,Manual,1,First,0,17,1198,73.75,5,,5.75
Audi A4 2.0 TDI Multitronic,11,Delhi,4,2010,12,59000,1,Diesel,Automatic,0,First,0,16.55,1968,140,5,,10
Maruti Wagon R VXI,1207,Mumbai,9,2006,8,141537,4,Petrol,Manual,1,Second,2,18.9,998,67.1,5,,1.05
Hyundai Verna SX CRDi AT,654,Delhi,4,2013,15,51000,1,Diesel,Automatic,0,First,0,19.08,1582,126.32,5,,5.64
Mercedes-Benz GLC 220d 4MATIC Style,1290,Coimbatore,3,2019,21,29311,1,Diesel,Automatic,0,First,0,17.9,2143,170,5,64.57 Lakh,50.97
BMW 3 Series Luxury Line,93,Mumbai,9,2016,18,31000,1,Diesel,Automatic,0,First,0,21.76,1995,190,5,60.88 Lakh,29.95
Honda Mobilio V Option i DTEC,496,Mumbai,9,2014,16,80000,1,Diesel,Manual,1,Second,2,24.2,1498,98.6,7,,4.85
Hyundai Creta 1.6 CRDi AT SX Plus,510,Hyderabad,5,2016,18,33000,1,Diesel,Automatic,0,First,0,17.01,1582,126.2,5,,14.5
Honda City 1.5 S MT,419,Hyderabad,5,2011,13,71556,4,Petrol,Manual,1,First,0,17,1497,118,5,,5.5
Ford Fiesta 1.4 TDCi EXI,286,Bangalore,1,2011,13,85000,1,Diesel,Manual,1,First,0,17.8,1399,68,5,,3.2
Maruti Swift Dzire LDI,1129,Chennai,2,2016,18,91000,1,Diesel,Manual,1,First,0,26.59,1248,74,5,,4.5
Mercedes-Benz E-Class E250 CDI Launch Edition,1275,Coimbatore,3,2015,17,73187,1,Diesel,Automatic,0,First,0,13,2143,204,5,,30.72
Chevrolet Captiva LT,173,Jaipur,6,2009,11,232000,1,Diesel,Manual,1,First,0,11.5,1991,147.9,7,,3.5
Toyota Innova 2.5 V Diesel 7-seater,1759,Bangalore,1,2007,9,127079,1,Diesel,Manual,1,First,0,12.8,2494,102,7,,6.99
Mahindra Quanto C8,859,Kochi,7,2014,16,58816,1,Diesel,Manual,1,First,0,17.21,1493,100,7,,3.45
Honda City i VTEC V,450,Kochi,7,2015,17,63818,4,Petrol,Manual,1,First,0,17.4,1497,117.3,5,,6.57
Audi A4 2.0 TDI 177 Bhp Premium Plus,8,Kolkata,8,2014,16,40000,1,Diesel,Automatic,0,First,0,17.11,1968,174.33,5,,17.5
Volkswagen Polo Diesel Comfortline 1.2L,1823,Delhi,4,2013,15,77445,1,Diesel,Manual,1,First,0,22.07,1199,73.9,5,,3.75
Ford EcoSport 1.5 Petrol Titanium Plus AT,242,Pune,10,2017,19,14000,4,Petrol,Automatic,0,First,0,14.8,1497,121.36,5,13.23 Lakh,9.99
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,1746,Kolkata,8,2012,14,85122,1,Diesel,Manual,1,First,0,12.99,2494,100,7,,8.2
Honda City 1.5 EXI,414,Jaipur,6,2005,7,123000,4,Petrol,Manual,1,Third,3,13,1493,100,5,,1.1
Maruti SX4 Green Vxi (CNG),1106,Kochi,7,2015,17,61000,0,CNG,Manual,1,First,0,22.1,1586,85.7,5,,3.89
Maruti Alto 800 2016-2019 LXI Optional,953,Chennai,2,2015,17,63714,4,Petrol,Manual,1,First,0,24.7,796,47.3,5,,2.45
Mercedes-Benz M-Class ML 320 CDI,1298,Pune,10,2009,11,53000,1,Diesel,Automatic,0,First,0,8.7,2987,224.34,5,,13.75
Maruti Swift Dzire LDI,1129,Kolkata,8,2017,19,60000,1,Diesel,Manual,1,First,0,26.59,1248,74,5,,3
Maruti Vitara Brezza ZDi Plus Dual Tone,1185,Ahmedabad,0,2017,19,33000,1,Diesel,Manual,1,First,0,24.3,1248,88.5,5,11.06 Lakh,9.25
Volvo S60 D5 Summum,1864,Mumbai,9,2013,15,31000,1,Diesel,Automatic,0,First,0,13.2,2400,215,5,,17.65
Toyota Fortuner 4x2 AT,1733,Delhi,4,2014,16,79000,1,Diesel,Automatic,0,First,0,12.55,2982,168.5,7,,18.25
Hyundai i20 Sportz Option Diesel,770,Kochi,7,2013,15,67914,1,Diesel,Manual,1,First,0,23,1396,90,5,,3.45
Audi A4 35 TDI Premium,18,Bangalore,1,2015,17,58970,1,Diesel,Automatic,0,First,0,17.11,1968,174.33,5,,23.75
Nissan Terrano XV D Pre,1410,Mumbai,9,2013,15,60000,1,Diesel,Manual,1,Second,2,19.64,1461,108.5,5,17.21 Lakh,5.45
Maruti Celerio ZXI AMT,1010,Coimbatore,3,2017,19,35225,4,Petrol,Automatic,0,First,0,23.1,998,67.04,5,6.56 Lakh,5.25
Maruti Esteem Vxi,1068,Delhi,4,2005,7,69496,4,Petrol,Manual,1,First,0,15.9,1298,null ,5,,1.1
Hyundai i10 Sportz AT,708,Delhi,4,2012,14,62282,4,Petrol,Automatic,0,First,0,16.95,1197,78.9,5,,2.9
BMW 3 Series 320d,74,Hyderabad,5,2010,12,80000,1,Diesel,Automatic,0,First,0,22.69,1995,190,5,47.2 Lakh,14.2
Hyundai Grand i10 Sportz,577,Kochi,7,2018,20,43698,4,Petrol,Manual,1,First,0,18.9,1197,82,5,,5.8
Hyundai Grand i10 Asta Option AT,566,Coimbatore,3,2017,19,28052,4,Petrol,Automatic,0,First,0,18.9,1197,82,5,,7.22
Hyundai Grand i10 1.2 Kappa Sportz,560,Coimbatore,3,2016,18,29091,4,Petrol,Manual,1,First,0,18.9,1197,81.86,5,6.82 Lakh,4.87
